,cena,powierzchnia,liczba_pokoi,stan_wykonczenia,balkon_ogrod_taras,czynsz,miejsce_parkingowe,ogrzewanie,lokalizacja
1682,699000,56.5,3,,balkon,811,,miejskie,"ul. Jana Kurczaba, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
1683,800528,48.62,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1684,852308,53.5,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1685,777000,53.5,2,do zamieszkania,balkon,550,,miejskie,"ul. ks. Ignacego Stoszki, Płaszów, Podgórze, Kraków, małopolskie"
1686,516039,27.42,1,,balkon,,,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1687,736000,46.07,2,,balkon,,,,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
1688,849150,49.95,2,,balkon,,,,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
1689,765000,42.42,2,do zamieszkania,balkon,550,,miejskie,"ul. Bolesława Orlińskiego, Czyżyny, Czyżyny, Kraków, małopolskie"
1690,789000,36.9,1,do zamieszkania,"balkon, ogródek",500,garaż/miejsce parkingowe,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
1691,789000,38.0,1,do zamieszkania,ogródek,500,garaż/miejsce parkingowe,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
1692,1250000,46.0,2,do zamieszkania,balkon,400,,miejskie,"ul. Lubicz, Wesoła Wschód, Grzegórzki, Kraków, małopolskie"
1693,1045500,91.0,4,do wykończenia,balkon,100,,gazowe,"ul. Pustynna, Kliny, Swoszowice, Kraków, małopolskie"
1694,1390000,75.0,3,do zamieszkania,"ogródek, taras",1100,garaż/miejsce parkingowe,miejskie,"ul. Sosnowiecka, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
1695,1120000,57.78,3,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Stańczyka, Bronowice, Bronowice, Kraków, małopolskie"
1696,1200000,64.0,3,do zamieszkania,balkon,700,garaż/miejsce parkingowe,miejskie,"ul. Kompozytorów, Bronowice Małe, Bronowice, Kraków, małopolskie"
1697,639000,39.7,2,do zamieszkania,balkon,,garaż/miejsce parkingowe,,"ul. Kapelanka, Ludwinów, Dębniki, Kraków, małopolskie"
1698,,28.85,1,do wykończenia,,,garaż/miejsce parkingowe,,"ul. św. Sebastiana, Stradom, Stare Miasto, Kraków, małopolskie"
1699,866096,77.33,3,do wykończenia,,,garaż/miejsce parkingowe,,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
1700,630123,41.73,2,do wykończenia,,,garaż/miejsce parkingowe,,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
1701,458722,21.62,1,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Żelazna, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
1702,480880,21.72,1,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Żelazna, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
1703,480880,21.72,1,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Żelazna, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
1704,495843,18.75,1,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Żelazna, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
1705,749000,52.06,3,do zamieszkania,"ogródek, taras",220,garaż/miejsce parkingowe,gazowe,"Rżąka, Bieżanów-Prokocim, Kraków, małopolskie"
1706,169000,14.2,1,,,100,garaż/miejsce parkingowe,,"ul. Młodzieży 9a, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
1707,650000,41.55,2,do zamieszkania,ogródek,624,garaż/miejsce parkingowe,miejskie,"Kliny, Swoszowice, Kraków, małopolskie"
1708,1720000,103.0,4,do remontu,,536,,gazowe,"Mydlniki, Bronowice, Kraków, małopolskie"
1709,540000,40.3,1,do zamieszkania,balkon,500,,miejskie,"Bieńczyce, Bieńczyce, Kraków, małopolskie"
1710,938795,55.55,3,do zamieszkania,,490,,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
1711,570000,40.0,2,,balkon,600,,miejskie,"Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
1712,1120000,43.79,2,do zamieszkania,balkon,570,garaż/miejsce parkingowe,miejskie,"ul. Masarska, Grzegórzki, Grzegórzki, Kraków, małopolskie"
1713,265000,19.0,1,do remontu,,100,,elektryczne,"Kazimierz, Stare Miasto, Kraków, małopolskie"
1714,690000,45.0,2,do zamieszkania,balkon,500,,miejskie,"Olsza, Prądnik Czerwony, Kraków, małopolskie"
1715,650720,46.48,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wielicka, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
1716,750000,70.4,4,do wykończenia,balkon,930,,miejskie,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
1717,590000,44.0,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
1718,760000,45.42,2,do remontu,balkon,450,garaż/miejsce parkingowe,miejskie,"Rakowice, Prądnik Czerwony, Kraków, małopolskie"
1719,679900,50.0,2,do zamieszkania,balkon,650,garaż/miejsce parkingowe,miejskie,"ul. Górników, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
1720,1607856,98.04,3,,"balkon, ogródek, taras",,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1721,1607856,98.04,4,,"balkon, ogródek, taras",,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1722,1298720,81.17,4,,ogródek,,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1723,1163005,71.35,3,,"balkon, taras",,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1724,1607856,98.04,5,,"balkon, ogródek, taras",,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1725,1163005,71.35,4,,"balkon, taras",,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1726,1184847,72.69,3,,ogródek,,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1727,1195992,71.19,4,,"balkon, taras",,garaż/miejsce parkingowe,,"ul. Królowej Jadwigi, Chełm, Zwierzyniec, Kraków, małopolskie"
1728,,111.52,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Grzegórzecka 77, Grzegórzki, Grzegórzki, Kraków, małopolskie"
1729,,71.95,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Grzegórzecka 77, Grzegórzki, Grzegórzki, Kraków, małopolskie"
1730,,84.91,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie"
1731,,53.44,2,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie"
1732,,79.48,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie"
1733,,73.14,4,do wykończenia,,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1734,,66.53,3,do wykończenia,,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1735,,26.44,1,do wykończenia,balkon,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1736,1490000,116.01,4,do remontu,balkon,,,,"Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie"
1737,962154,62.1,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1738,685000,60.0,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,,"ul. Włoska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
1739,1104700,49.1,2,do zamieszkania,balkon,500,,miejskie,"Kazimierz, Stare Miasto, Kraków, małopolskie"
1740,,30.38,1,do wykończenia,balkon,,,,"ul. Długa 24, Kleparz, Stare Miasto, Kraków, małopolskie"
1741,1230000,126.71,6,do wykończenia,balkon,,garaż/miejsce parkingowe,inne,"ul. Maciejkowa, Tonie, Prądnik Biały, Kraków, małopolskie"
1742,,95.09,3,do wykończenia,taras,,garaż/miejsce parkingowe,,"ul. Juliusza Lea, Bronowice, Bronowice, Kraków, małopolskie"
1743,,46.47,2,do wykończenia,balkon,,,,"ul. Strzelców 28, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
1744,853116,58.38,3,do wykończenia,,,,,"ul. Kocmyrzowska, Nowa Huta, Nowa Huta, Kraków, małopolskie"
1745,994949,69.87,3,do wykończenia,balkon,,,miejskie,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
1746,1149000,82.06,4,do wykończenia,balkon,,,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
1747,1170546,87.78,4,do wykończenia,balkon,,,,"ul. Turniejowa, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
1748,630000,52.2,3,,balkon,,,gazowe,"ul. Kordiana, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
1749,621230,42.56,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wielicka, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
1750,870000,67.0,3,do zamieszkania,"balkon, taras, ogródek",,garaż/miejsce parkingowe,miejskie,"ul. Chmieleniec, Ruczaj, Dębniki, Kraków, małopolskie"
1751,600000,47.0,2,do zamieszkania,,600,,miejskie,"ul. Agatowa, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
1752,1290000,82.1,2,do remontu,balkon,700,,miejskie,"ul. Jerzego Żuławskiego, Kleparz, Stare Miasto, Kraków, małopolskie"
1753,650000,40.0,2,do zamieszkania,balkon,370,,miejskie,"Grzegórzki, Grzegórzki, Kraków, małopolskie"
1754,899000,46.4,3,,balkon,,,,"ul. Podłęska, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
1755,859401,69.87,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kazimierza Siemienowicza, Płaszów, Podgórze, Kraków, małopolskie"
1756,670000,52.77,3,do zamieszkania,balkon,700,garaż/miejsce parkingowe,miejskie,"ul. Kobierzyńska 60, Ruczaj, Dębniki, Kraków, małopolskie"
1757,875750,70.06,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kazimierza Siemienowicza, Płaszów, Podgórze, Kraków, małopolskie"
1758,590000,34.0,2,do zamieszkania,,850,,miejskie,"ul. Armii Krajowej 7, Małe Błonia, Krowodrza, Kraków, małopolskie"
1759,,73.47,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1760,,53.61,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1761,,26.44,1,do wykończenia,balkon,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1762,540000,36.0,2,do zamieszkania,,500,,miejskie,"os. Na Lotnisku, Bieńczyce, Bieńczyce, Kraków, małopolskie"
1763,2100000,96.0,3,,balkon,1400,,miejskie,"ul. Henryka Sienkiewicza, Nowa Wieś, Krowodrza, Kraków, małopolskie"
1764,449000,28.3,1,,balkon,131,,elektryczne,"ul. Obozowa, Ruczaj, Dębniki, Kraków, małopolskie"
1765,780500,49.09,2,do zamieszkania,balkon,545,,miejskie,"ul. Ugorek, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
1766,576800,40.0,2,do wykończenia,"ogródek, taras",,,,"ul. Bartosza Głowackiego, Azory, Prądnik Biały, Kraków, małopolskie"
1767,,68.17,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie"
1768,,64.28,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie"
1769,620000,31.2,2,,balkon,,,,"ul. bp. Jana Prandoty, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
1770,963900,64.26,3,do zamieszkania,balkon,650,garaż/miejsce parkingowe,miejskie,"Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
1771,920000,75.24,4,do zamieszkania,balkon,,,,"os. Centrum B E, Nowa Huta, Nowa Huta, Kraków, małopolskie"
1772,730000,52.25,3,do wykończenia,balkon,500,,miejskie,"bpa Albina Małysiaka, Kobierzyn, Dębniki, Kraków, małopolskie"
1773,750000,53.0,2,do zamieszkania,,772,,miejskie,"Nowa Huta, Nowa Huta, Kraków, małopolskie"
1774,481780,52.39,2,,,,,,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
1775,463141,49.34,2,,,,,,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
1776,339000,36.14,3,,,,,,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
1777,439500,36.64,2,do wykończenia,,368,,miejskie,"os. Kalinowe, Bieńczyce, Bieńczyce, Kraków, małopolskie"
1778,810000,50.8,3,do zamieszkania,"balkon, taras",,,miejskie,"ul. Bulwarowa, Nowa Huta, Nowa Huta, Kraków, małopolskie"
1779,1100000,82.48,4,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"ul. Władysława Łokietka, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
1780,1450000,108.17,4,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,gazowe,"ul. Władysława Łokietka, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
1781,699000,49.0,3,do zamieszkania,"balkon, taras",500,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
1782,,73.6,4,do wykończenia,,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1783,,61.67,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1784,,40.41,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1785,,26.44,1,do wykończenia,balkon,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1786,259000,18.37,1,do remontu,,100,,elektryczne,"ul. Kornela Ujejskiego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
1787,1475000,68.4,2,do zamieszkania,,300,,elektryczne,"ul. Szpitalna, Stare Miasto, Stare Miasto, Kraków, małopolskie"
1788,860000,58.0,3,do zamieszkania,balkon,740,garaż/miejsce parkingowe,miejskie,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
1789,534000,36.8,2,do zamieszkania,balkon,440,,miejskie,"os. Urocze, Nowa Huta, Nowa Huta, Kraków, małopolskie"
1790,710000,55.05,2,do zamieszkania,,150,garaż/miejsce parkingowe,gazowe,"ul. Jordanowska, Tonie, Prądnik Biały, Kraków, małopolskie"
1791,3680000,160.0,3,do zamieszkania,"balkon, taras",,garaż/miejsce parkingowe,,"ul. Jesionowa, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
1792,925000,47.82,2,do zamieszkania,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Romana Kiełkowskiego, Zabłocie, Podgórze, Kraków, małopolskie"
1793,,75.42,2,do wykończenia,"taras, balkon",,garaż/miejsce parkingowe,,"ul. Misjonarska, Łobzów, Krowodrza, Kraków, małopolskie"
1794,680656,44.78,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kazimierza Siemienowicza, Płaszów, Podgórze, Kraków, małopolskie"
1795,888503,73.43,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,gazowe,"ul. Piaskowa, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
1796,189000,32.5,2,,,,,gazowe,"Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
1797,754375,60.35,3,do wykończenia,,,garaż/miejsce parkingowe,,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
1798,621396,37.89,2,do wykończenia,,,garaż/miejsce parkingowe,,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
1799,499000,22.5,1,do zamieszkania,,200,,inne,"ul. Jana Zamoyskiego, Stare Podgórze, Podgórze, Kraków, małopolskie"
1800,750000,62.01,3,do wykończenia,balkon,800,garaż/miejsce parkingowe,miejskie,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
1801,967681,62.1,4,,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1802,632273,36.46,2,,"balkon, ogródek",,,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1803,659000,35.04,2,do zamieszkania,balkon,550,garaż/miejsce parkingowe,miejskie,"ul. płk. Francesco Nullo, Grzegórzki, Grzegórzki, Kraków, małopolskie"
1804,3500000,114.0,3,do zamieszkania,ogródek,,,inne,"ul. Salwatorska, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
1805,550000,44.0,2,do zamieszkania,,570,,,"os. Na Lotnisku, Bieńczyce, Bieńczyce, Kraków, małopolskie"
1806,1130000,63.8,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,,"Aktorów, Bronowice, Bronowice, Kraków, małopolskie"
1807,1180000,70.07,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,,"ul. dr. Jana Piltza, Kobierzyn, Dębniki, Kraków, małopolskie"
1808,3349000,100.0,4,do zamieszkania,"balkon, taras",1160,,miejskie,"ul. Zabłocie, Zabłocie, Podgórze, Kraków, małopolskie"
1809,,73.14,4,do wykończenia,,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1810,,49.74,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1811,,40.41,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1812,,26.35,1,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"Federowicza, Skotniki, Dębniki, Kraków, małopolskie"
1813,,75.0,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kapelanka, Zakrzówek, Dębniki, Kraków, małopolskie"
1814,,54.27,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Kapelanka, Zakrzówek, Dębniki, Kraków, małopolskie"
1815,522000,36.0,1,do zamieszkania,balkon,446,,,"ul. Krokusowa, Ruczaj, Dębniki, Kraków, małopolskie"
1816,1230000,126.75,6,do wykończenia,balkon,,garaż/miejsce parkingowe,inne,"ul. Maciejkowa, Tonie, Prądnik Biały, Kraków, małopolskie"
1817,,66.74,4,do wykończenia,balkon,,,,"ul. Strzelców 28, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
1818,866175,60.56,3,do wykończenia,ogródek,,,,"ul. Kocmyrzowska, Nowa Huta, Nowa Huta, Kraków, małopolskie"
1819,550000,42.7,2,,balkon,,garaż/miejsce parkingowe,,"ul. Zagłoby, Mogiła, Nowa Huta, Kraków, małopolskie"
1820,1200000,90.0,4,,balkon,,garaż/miejsce parkingowe,,"os. Centrum B E, Nowa Huta, Nowa Huta, Kraków, małopolskie"
1821,698000,32.73,1,,,400,,miejskie,"ul. Rakowicka, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
1822,409000,26.7,1,do zamieszkania,,400,,miejskie,"os. Na Stoku, Wzgórza Krzesławickie, Wzgórza Krzesławickie, Kraków, małopolskie"
1823,749000,55.22,3,do zamieszkania,balkon,550,garaż/miejsce parkingowe,miejskie,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie"
1824,650000,38.5,2,do zamieszkania,balkon,560,garaż/miejsce parkingowe,miejskie,"ul. Eljasza Walerego Radzikowskiego, Azory, Prądnik Biały, Kraków, małopolskie"
1825,535000,30.87,2,do zamieszkania,balkon,350,garaż/miejsce parkingowe,miejskie,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie"
1826,650000,47.01,2,,,350,,miejskie,"os. Kalinowe, Bieńczyce, Bieńczyce, Kraków, małopolskie"
1827,946281,74.44,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Myśliwska, Płaszów, Podgórze, Kraków, małopolskie"
1828,699000,61.4,3,do remontu,balkon,770,,miejskie,"ul. por. Halszki, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
1829,690000,53.4,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Piaszczysta, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
1830,799000,52.0,2,,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Siewna, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
1831,985000,83.5,3,do zamieszkania,balkon,400,garaż/miejsce parkingowe,kotłownia,"ul. Niezapominajek, Chełm, Zwierzyniec, Kraków, małopolskie"
1832,1550000,158.0,3,do wykończenia,,,,miejskie,"ul. Królewska, Nowa Wieś, Krowodrza, Kraków, małopolskie"
1833,1475000,67.5,2,do zamieszkania,balkon,1000,garaż/miejsce parkingowe,,"ul. Celna, Stare Podgórze, Podgórze, Kraków, małopolskie"
1834,3120000,208.0,5,do wykończenia,,,garaż/miejsce parkingowe,inne,"Przegorzały, Zwierzyniec, Kraków, małopolskie"
1835,2065000,96.0,3,do zamieszkania,"balkon, taras",1330,garaż/miejsce parkingowe,miejskie,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie"
1836,640706,35.77,2,do wykończenia,balkon,,,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1837,649000,46.76,2,do zamieszkania,,470,garaż/miejsce parkingowe,,"ul. Ludwika Idzikowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie"
1838,545000,43.0,2,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"os. Teatralne, Łęg, Czyżyny, Kraków, małopolskie"
1839,578000,34.45,1,do remontu,,250,,gazowe,"Stare Podgórze, Podgórze, Kraków, małopolskie"
1840,,80.77,4,do wykończenia,"taras, balkon, ogródek",,garaż/miejsce parkingowe,,"ul. Kapelanka, Zakrzówek, Dębniki, Kraków, małopolskie"
1841,570000,40.0,2,,balkon,,,miejskie,"ul. Leonida Teligi, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
